0	0,000000
500	0,000286
1000	0,001186
1500	0,001905
2000	0,004413
2500	0,005612
3000	0,007715
3500	0,012663
4000	0,014533
4500	0,018269
5000	0,020842
5500	0,025063
6000	0,029932
6500	0,035164
7000	0,043179
7500	0,047419
8000	0,053474
8500	0,060494
9000	0,068352
9500	0,073955
10000	0,086152
10500	0,092086
11000	0,103165
11500	0,116212
12000	0,149555
12500	0,132396
13000	0,140924
13500	0,167922
14000	0,175662
14500	0,186013
15000	0,196654
15500	0,200272
16000	0,233519
16500	0,227771
17000	0,254947
17500	0,266368
18000	0,306541
18500	0,300836
19000	0,314202
19500	0,337358
20000	0,351121
20500	0,372292
21000	0,376574
21500	0,400661
22000	0,438698
22500	0,444123
23000	0,462317
23500	0,480939
24000	0,521103
24500	0,518400
25000	0,537550
25500	0,560818
26000	0,586895
26500	0,598449
27000	0,628697
27500	0,663900
28000	0,680095
28500	0,692359
29000	0,719885
29500	0,751751
30000	0,756684
30500	0,804613
31000	0,816203
31500	0,876805
32000	0,881325
32500	0,906275
33000	0,914597
33500	0,943823
34000	0,990400
34500	1,035176
35000	1,052474
35500	1,083948
36000	1,111656
36500	1,144479
37000	1,200405
37500	1,217438
38000	1,239339
38500	1,252148
39000	1,299553
39500	1,356817
40000	1,362694
40500	1,393734
41000	1,425779
41500	1,467553
42000	1,488875
42500	1,536001
43000	1,586779
43500	1,640552
44000	1,669637
44500	1,695742
45000	1,719744
45500	1,765306
46000	1,792126
46500	1,847120
47000	1,878690
47500	1,917275
48000	1,960730
48500	2,013815
49000	2,030871
49500	2,089020
50000	2,118734
50500	2,173656
51000	2,218740
51500	2,270132
52000	2,298305
52500	2,323626
53000	2,379718
53500	2,408932
54000	2,462529
54500	2,504138
55000	2,548067
55500	2,610020
56000	2,644081
56500	2,703318
57000	2,749406
57500	2,813180
58000	2,847175
58500	2,913603
59000	2,947666
59500	3,017335
60000	3,065649
60500	3,124908
61000	3,148028
61500	3,182305
62000	3,242050
62500	3,318414
63000	3,356059
63500	3,396504
64000	3,474939
64500	3,616692
65000	3,587154
65500	3,636202
66000	3,714963
66500	3,787683
67000	3,790059
67500	3,885932
68000	4,023528
68500	4,025188
69000	4,035981
69500	4,068691
70000	4,155099
70500	4,158112
71000	4,244408
71500	4,342009
72000	4,524052
72500	4,419904
73000	4,529866
73500	4,540890
74000	4,629401
74500	4,693349
75000	6,682070
75500	6,511006
76000	6,440288
76500	6,512418
77000	6,752711
77500	6,454900
78000	6,229392
78500	6,329565
79000	6,332615
79500	6,550985
80000	6,542420
80500	6,613079
81000	6,650396
81500	6,802506
82000	6,925674
82500	7,008001
83000	7,014238
83500	7,226791
84000	7,205504
84500	7,298085
85000	7,335975
85500	7,404091
86000	7,514812
86500	7,636522
87000	7,741196
87500	7,880693
88000	8,088260
88500	8,019633
89000	8,254521
89500	8,278763
90000	8,304399
90500	8,386373
91000	8,706203
91500	8,603124
92000	8,640438
92500	8,711475
93000	8,117092
93500	7,662329
94000	7,501132
94500	7,624002
95000	8,432337
95500	8,451449
96000	8,031319
96500	8,134577
97000	8,020218
97500	8,107875
98000	8,212217
98500	8,317327
99000	8,356890
99500	8,579357	
